CID,SMILES,Predicted_IE,repeat,3D_conformer,MolWt,LogP,TPSA,HBA,HBD,NumAtoms,NumRings,Formula,Predicted_LD50_log10,Predicted_LD50
161463320,CCC(C)C1=CC=C(CC1)OCOC2=C(C=C(C=C2COC)C)COC,0.9868578,0,Conformer3D_COMPOUND_CID_161463320.sdf,360.49400000000014,5.290920000000005,36.92,4,0,26,2,C22H32O4,3.6691704974747448,4668.426197270191
161468170,CC(C)OCCCCC(=O)CC(C)(C)C,0.99065346,0,Conformer3D_COMPOUND_CID_161468170.sdf,214.349,3.5870000000000024,26.3,2,0,15,0,C13H26O2,3.8459088364711858,7013.080701409711
42600600,CCCCCCCC(=O)OCC(COCCCCCCC)OCCCCCCC,0.9892844,0,,414.67100000000033,7.232700000000008,44.76000000000001,4,0,29,0,C25H50O4,3.954490361289761,9005.137765706704
42607351,C[C@H](C[C@H](CCCCCCCCCCCCCCCCCCCCCCCCC[C@H](CCO[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)O)O)O)O,0.98029536,0,,677.017000000001,6.438200000000012,160.07,9,7,47,1,C38H76O9,4.153552518518521,14241.39455079247
42607352,C[C@H](C[C@H](CCCCCCCCCCCCCCCCCCCCCCCCC[C@H](CCO[C@@H]1[C@@H](C([C@@H](C(O1)CO)O)O)O)O)O)O,0.98029536,0,,677.017000000001,6.438200000000012,160.07,9,7,47,1,C38H76O9,4.153552518518521,14241.39455079247
42607357,C[C@H](C[C@H](CCCCCCCCCCCCCCCCCCCCCC(=O)CCO[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)O)O)O,0.98150134,0,,618.8930000000007,5.086000000000009,156.91,9,6,43,1,C34H66O9,4.052191814814816,11276.954153594
42638155,CCCCCCC(C#CC(C(OCC)OCC)(OCC)OCC)OC(=O)C1=CC=CC=C1,1.0040201,0,,448.60000000000014,5.354200000000006,63.22000000000001,6,0,32,1,C26H40O6,3.6855265695278634,4847.597686405925
42638663,CCCCCCC1=C(C(=C(O1)C)C(=O)C(OCC)OCC)C,0.9874479,0,Conformer3D_COMPOUND_CID_42638663.sdf,310.43400000000014,4.601040000000005,48.67,4,0,22,1,C18H30O4,3.676746571433379,4750.579293407626
43798164,CCC1CCCCC1OCC(=O)C2=C(C=C(C=C2)C)OC,0.9896248,0,Conformer3D_COMPOUND_CID_43798164.sdf,290.403,4.171720000000003,35.53,3,0,21,2,C18H26O3,3.690608746696839,4904.658193339868
43798399,CCOCCOCC(=O)C1=C(C=C(C=C1)C)C,0.9911625,0,Conformer3D_COMPOUND_CID_43798399.sdf,236.311,2.5392400000000004,35.53,3,0,17,1,C14H20O3,3.7267588954523374,5330.388894673159
43798412,CCOCCOCC(=O)C(C)(C)C,0.982177,0,Conformer3D_COMPOUND_CID_43798412.sdf,188.267,1.6546999999999998,35.53,3,0,13,0,C10H20O3,3.610970800065843,4082.919337656398
43798430,CC1CCCCC1OCC(=O)C2=C(C=C(C=C2)C)OC,0.9865384,0,Conformer3D_COMPOUND_CID_43798430.sdf,276.37600000000003,3.781620000000003,35.53,3,0,20,2,C17H24O3,3.7061653771085705,5083.529839142848
43798690,CCCC1=CC=C(C=C1)C(=O)COC2CCC(CC2)C,0.9985254,0,Conformer3D_COMPOUND_CID_43798690.sdf,274.40399999999994,4.417100000000004,26.3,2,0,20,2,C18H26O2,3.619069997381681,4159.77650258979
43799111,CC1=CC(=C(C=C1)C)C(=O)COCCOC(C)C,0.9855311,0,Conformer3D_COMPOUND_CID_43799111.sdf,250.338,2.9277400000000013,35.53,3,0,18,1,C15H22O3,3.720863453624835,5258.51907483741
43799174,CC1=CC(=C(C=C1C)C(=O)COCCOC(C)C)C,0.980523,0,Conformer3D_COMPOUND_CID_43799174.sdf,264.36499999999995,3.2361600000000017,35.53,3,0,19,1,C16H24O3,3.720863453624835,5258.51907483741
43800172,CCCCOCCOCC(=O)C1=C(C=CC(=C1)C)C,0.98588556,0,Conformer3D_COMPOUND_CID_43800172.sdf,264.365,3.319440000000002,35.53,3,0,19,1,C16H24O3,3.875679425498425,7510.68288243812
43800380,CCCCC(CC)COCC(=O)C1=C(C=C(C=C1)C)OC,1.0027363,0,Conformer3D_COMPOUND_CID_43800380.sdf,292.4190000000001,4.419320000000004,35.53,3,0,21,1,C18H28O3,3.635101500757824,4316.199407204011
43800406,CCCCC(CC)COC(C)C(=O)C1=CC=C(C=C1)OC,0.9801433,0,Conformer3D_COMPOUND_CID_43800406.sdf,292.4190000000001,4.499400000000004,35.53,3,0,21,1,C18H28O3,3.613874454031652,4110.308830076978
43800487,CC(C)CCCOC(C)C(=O)C1=CC=C(C=C1)OC,0.9831375,0,Conformer3D_COMPOUND_CID_43800487.sdf,264.365,3.7192000000000025,35.53,3,0,19,1,C16H24O3,3.637071454602854,4335.822099317983
44146073,CCCCCCCCOCC1(CO1)CCCCCC,0.98486805,0,Conformer3D_COMPOUND_CID_44146073.sdf,270.45699999999994,5.102900000000004,21.76,2,0,19,1,C17H34O2,3.68076603694876,4794.750763142249
44148733,CCCCCCCCCCCC1=NCC[N+]1(C)CCCNC(=O)CCCCCCCCCCC,0.98272353,0,,478.83000000000055,8.193200000000008,41.46,2,1,34,1,C30H60N3O+,3.631267769691091,4278.265866787522
44154838,CCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)O)O,0.98113877,0,,426.72600000000017,8.814200000000007,57.53,2,2,30,0,C27H54O3,3.618356581187327,4152.948840953699
44186118,CCCCC(CC)OC(=O)C1=CC=CC(=C1)COC2CCCCO2,0.98448527,0,Conformer3D_COMPOUND_CID_44186118.sdf,334.4560000000002,4.855400000000005,44.76000000000001,4,0,24,2,C20H30O4,3.630929188455145,4274.931778738855
44186318,CCCCC(CC)OC(=O)C1=CC(=CC(=C1)COC2CCCCO2)C(=O)OC(CC)CCCC,0.99648196,0,,476.6540000000005,6.981000000000009,71.06,6,0,34,2,C28H44O6,3.696858678858987,4975.751457133851
44199386,CCC(C)OC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,0.98170704,0,Conformer3D_COMPOUND_CID_44199386.sdf,356.55000000000024,6.859700000000008,26.3,2,0,26,1,C24H36O2,3.6860377722565696,4853.307093995389
44228098,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1C(CC(C(C1C)C)OC)C,0.9835323,0,Conformer3D_COMPOUND_CID_44228098.sdf,360.5380000000001,5.4977000000000045,35.53,3,0,26,1,C23H36O3,3.719429389518808,5241.183794336964
44240019,CC[Si](CC)(CC)OCC1=CC=C(C=C1)CO[Si](C(C)C)(C(C)C)C(C)C,0.9864305,0,Conformer3D_COMPOUND_CID_44240019.sdf,408.77500000000015,7.900500000000008,18.46,2,0,27,1,C23H44O2Si2,3.693280832332009,4934.928131628486
44263746,CC[C@]12CC[C@@H](CC1=CCC3C2CC[C@]4(C3CCC4=O)C)O,0.98403925,0,Conformer3D_COMPOUND_CID_44263746.sdf,302.458,4.269300000000005,37.3,2,1,22,4,C20H30O2,3.6358568043222257,4323.712459817339
44296293,CCCC1=C2CCC3(C(C2CCC1=O)CCC3O)C,0.9898374,0,Conformer3D_COMPOUND_CID_44296293.sdf,262.393,3.6332000000000018,37.3,2,1,19,3,C17H26O2,3.720093166050621,5249.200554709511
44314321,CCOC(=O)C1CC1(C)/C=C/C=C(\C)/C=C/C2=C(CCCC2(C)C)C,0.9820293,0,Conformer3D_COMPOUND_CID_44314321.sdf,342.5230000000002,6.1610000000000085,26.3,2,0,25,2,C23H34O2,3.769936766096093,5887.5792511015525
44344202,CCCCCCCCCCCCSCCCCCCC(=O)N(CC)CCCCCCCCCCC(=O)NCC(=O)O,0.982051,0,,598.9790000000006,9.151200000000005,86.71000000000002,4,2,41,0,C34H66N2O4S,3.652871383107636,4496.466717091392
44378300,CCCCC/C=C\C/C=C\C/C=C\C1(CC1)/C=C\CCCC(=O)O,0.9801988,0,Conformer3D_COMPOUND_CID_44378300.sdf,330.5120000000001,6.606800000000006,37.3,1,1,24,1,C22H34O2,3.773022364016093,5929.558580854353
44542486,CCCC[C@]1(CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C)O,0.98578113,0,Conformer3D_COMPOUND_CID_44542486.sdf,344.5390000000001,5.439600000000008,37.3,2,1,25,4,C23H36O2,3.6161956756795774,4132.336465640247
44593867,CCCCCCCOCCOCCOCCOC,0.9847671,0,Conformer3D_COMPOUND_CID_44593867.sdf,262.39,2.6530000000000014,36.92,4,0,18,0,C14H30O4,3.720092247858509,5249.18945678023
44634369,CCOC(=O)/C=C/1\CCC(=CC(=C1)OC2(CCCCC2)C)OC3(CCCCC3)C,0.9854496,0,Conformer3D_COMPOUND_CID_44634369.sdf,402.57500000000033,6.516300000000008,44.76000000000001,4,0,29,3,C25H38O4,3.8310810149936714,6777.679293028789
44721007,CCCCCCCCCCCCCC(=O)CCC(=O)OCC,0.9862598,0,,312.494,5.599900000000006,43.37000000000001,3,0,22,0,C19H36O3,3.981346688998169,9579.584861261175
45103137,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CC=C4[C@@]3(CC[C@@H](C4)OC)C,0.9837837,0,Conformer3D_COMPOUND_CID_45103137.sdf,346.51100000000014,4.141800000000004,46.53,3,1,25,4,C22H34O3,3.6839792777777816,4830.357535935037
46198232,C[C@H]1CCCC(=O)[C@]1(C)CC2=C(C=CC(=C2)OCOC)OCOC,0.9822268,0,Conformer3D_COMPOUND_CID_46198232.sdf,336.4280000000001,3.589900000000002,53.99000000000001,5,0,24,2,C19H28O5,3.7500838431537606,5624.498990350537
46224569,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)O)OC)O,0.980983,0,Conformer3D_COMPOUND_CID_46224569.sdf,354.35200000000015,-3.061399999999993,147.3,10,5,24,2,C14H26O10,3.6371881438370472,4336.987234399749
46237114,CCCCCCCCCCCCCCCC(C(=O)C)O[Si](C)(C)C(C)(C)C,0.98293316,0,,398.74800000000016,8.447100000000006,26.3,2,0,27,0,C24H50O2Si,3.646214107273651,4428.066223202883
46850135,CC(C)(C)[Si](C)(C)OCCC[C@@H]([C@@H]1CO1)OCOC,0.9801424,0,Conformer3D_COMPOUND_CID_46850135.sdf,290.476,3.1763000000000017,40.22,4,0,19,1,C14H30O4Si,3.624172533029884,4208.938044912532
46919735,C/C(=C\C(=O)C(C)(C)[C@@H](CC=C)OCC1=CC=C(C=C1)OC)/CCO,0.9802744,0,Conformer3D_COMPOUND_CID_46919735.sdf,346.46700000000016,4.080500000000004,55.76000000000001,4,1,25,1,C21H30O4,3.646067280701754,4426.569432614316
46934873,CC1=C(C(=O)C(=C(C1=O)C)OC)CCCCCCCCCCO,1.0084614,0,Conformer3D_COMPOUND_CID_46934873.sdf,322.44500000000005,3.8783000000000034,63.60000000000001,4,1,23,1,C19H30O4,3.801866546354069,6336.749603868045
46938475,CCCC/C(=C\C(=O)CCCO[Si](C)(C)C(C)(C)C)/C1=C(C=C(C=C1OC)CO[Si](C)(C)C(C)(C)C)OC,0.999475,0,,564.9560000000002,9.170300000000005,53.99000000000001,5,0,38,1,C31H56O5Si2,3.7543280555555527,5679.73476846159
49871176,COC1=C(C=C(C=C1)CO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)OC,0.98315364,0,Conformer3D_COMPOUND_CID_49871176.sdf,330.333,-0.9797000000000002,117.84000000000002,8,4,23,2,C15H22O8,3.6773422034005967,4757.099150974086
49871177,COC1=CC(=CC(=C1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC,0.98232645,0,Conformer3D_COMPOUND_CID_49871177.sdf,330.333,-0.9797000000000002,117.84000000000002,8,4,23,2,C15H22O8,3.725644556935949,5316.729398653864
49871178,COC1=CC(=CC(=C1)CO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)OC,0.98232645,0,Conformer3D_COMPOUND_CID_49871178.sdf,330.333,-0.9797000000000002,117.84000000000002,8,4,23,2,C15H22O8,3.725644556935949,5316.729398653864
50912012,CC(C)(COC)O.CC(C)(COC)O.CC(C)(COC)O.CC(C)(COC)O.[Hf],0.99767,0,,595.0860000000002,1.6123000000000005,117.84000000000002,8,4,29,0,C20H48HfO8,3.6309053756002,4274.697385846971
50994856,CCCCC(CCCC)C(=O)C(CCCC)OC,0.98713636,0,Conformer3D_COMPOUND_CID_50994856.sdf,256.42999999999995,4.757300000000004,26.3,2,0,18,0,C16H32O2,3.66886717381416,4665.166773550569
51002723,CC[Si](CC)(CC)O[C@@](C)(CC/C=C\C)CC(=O)/C=C/C[C@@H](C)[C@](C)(CC/C(=C/CCCC=C)/C)C(=O)COCC1=CC=C(C=C1)OC,0.9914504,0,,681.0870000000002,11.548399999999988,61.83000000000001,5,0,48,1,C42H68O5Si,3.744777444444443,5556.194553879484
51351177,CC(C)(C)C1CCC(CC1)OCC(=O)COC2CCCCC2,0.9842277,0,Conformer3D_COMPOUND_CID_51351177.sdf,310.47800000000007,4.526300000000004,35.53,3,0,22,2,C19H34O3,3.637742301692808,4342.524743272672
51351179,CC(CCC=C(C)C)CCOCC(=O)COC1CCC(CC1)C(C)(C)C,0.98336256,0,Conformer3D_COMPOUND_CID_51351179.sdf,366.5860000000001,5.966200000000009,35.53,3,0,26,1,C23H42O3,3.6640590693063952,4613.803236016911
52914863,CCCCCCCCOCCOCCOC,0.9966645,0,Conformer3D_COMPOUND_CID_52914863.sdf,232.364,3.0265000000000013,27.69,3,0,16,0,C13H28O3,3.6593832036667298,4564.394818291947
53262145,CC(C)CCCC(C)CCC/C(=C/CCCOCC(CO)O)/C,0.9894877,0,Conformer3D_COMPOUND_CID_53262145.sdf,328.537,4.715400000000006,49.69,3,2,23,0,C20H40O3,3.716718911675269,5208.574875059206
53341855,CC(=CCC([C@]1(CCCC[C@@H]1OCC2=CC=C(C=C2)OC)C)O)C,0.99432206,0,Conformer3D_COMPOUND_CID_53341855.sdf,332.4840000000001,4.877900000000006,38.69,3,1,24,2,C21H32O3,3.633117457264959,4296.526128992632
53427672,CCCCCCCCCCCCCCCCCC[Si](OCCOC)(OCCOC)OCCOC,0.9844038,0,,506.8410000000004,7.175800000000009,55.38000000000001,6,0,34,0,C27H58O6Si,3.8103144651170857,6461.219053839267
53436589,CCCCCCCCCCCCCCCCCCCCOC=O,0.99121994,0,,326.565,7.201100000000008,26.3,2,0,23,0,C21H42O2,3.985086751596109,9662.4386975994
53438750,CCCCCCCCOCOCC=CCOCOCCCCCCCC,0.983329,0,,372.5900000000003,6.245000000000008,36.92,4,0,26,0,C22H44O4,3.696633811626017,4973.175799617485
53645682,CCCCCCCCCCCCCCCCCC(=O)OCOC(=O)CCCCCCCCCCCCCCCCC,0.9837056,0,,580.9790000000003,12.55329999999998,52.6,4,0,41,0,C37H72O4,3.9329567068510825,8569.52414677374
53646729,CCCCCCCCCOC1CCC(CC1)C(=O)OC(CC)C2=CC=C(C=C2)CC,0.98821783,0,Conformer3D_COMPOUND_CID_53646729.sdf,416.6460000000001,7.569300000000008,35.53,3,0,30,2,C27H44O3,3.788086888059148,6138.848110640984
53668459,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CCCC[C@]34C,0.9808534,0,Conformer3D_COMPOUND_CID_53668459.sdf,316.4850000000001,4.516900000000004,37.3,2,1,23,4,C21H32O2,3.821751142857151,6633.628447819253
53671506,CC(C)(C1=CC=C(C=C1)OCCC[Si](C)(OC)OC)C2=CC=C(C=C2)OCCC[Si](C)(OC)OC,1.0110182,0,,520.8150000000003,6.2799000000000085,55.38000000000001,6,0,35,2,C27H44O6Si2,3.65694628835979,4538.854786099065
53686719,CCCCCC=CCCC(=O)CCCCCCCC(=O)O,0.98608804,0,Conformer3D_COMPOUND_CID_53686719.sdf,296.4509999999999,5.287500000000004,54.37000000000001,2,1,21,0,C18H32O3,3.704639117464313,5065.69592872893
53689094,CCCCCCCCCCCCCCOCC(COC)OCCC(=O)O,0.99499416,0,,374.5620000000001,5.210400000000004,64.99000000000001,4,1,26,0,C21H42O5,3.683191736203565,4821.606192155117
53721425,CCC(CC1=CC(CCC1)(CC(=O)OCC)O)CC(=C(C)CC)CC,0.9809438,0,Conformer3D_COMPOUND_CID_53721425.sdf,350.5430000000002,5.723900000000008,46.53,3,1,25,1,C22H38O3,3.6731401613538575,4711.293510619521
53724722,CCC(C)(CCC(C)CC1=CC(=CC(=O)OCC)CC1)OCC,0.98598576,0,Conformer3D_COMPOUND_CID_53724722.sdf,322.4890000000001,5.207700000000004,35.53,3,0,23,1,C20H34O3,3.767442119992224,5853.857146347744
53727592,CC(=O)CCOC.COCCOC,0.98841876,0,,192.255,0.8911,44.76000000000001,4,0,13,0,C9H20O4,3.653654518613916,4504.582223277409
53738014,CCCCCCCCCCOC(CCCCCCC)CCOCCC(=O)O,0.9979027,0,,386.6170000000001,6.754200000000008,55.76000000000001,3,1,27,0,C23H46O4,3.650920339666915,4476.311900310001
53759699,CCCCCCCCCC1=C(C=CC(=C1)OC(=O)C2=CC=C(C=C2)OCCCCCCCC)OC3=CC=C(C=C3)OCCCCCCCC,0.9835082,0,,672.9910000000001,13.469799999999974,53.99000000000001,5,0,49,3,C44H64O5,3.87556215102928,7508.655013168177
53766839,CCCCCC[C@H](CC=CCCCCCCCC(=O)OCCCOCCCC)O,0.98859495,0,,412.65500000000026,6.744700000000008,55.76000000000001,4,1,29,0,C25H48O4,3.702966169161195,5046.2198679456005
53773845,CCCCCCCCCCCCCCCCC(C)[Si](OCC)OCC,0.9943255,0,,371.70200000000017,7.809100000000008,18.46,2,0,25,0,C22H47O2Si,4.041736225639873,11008.704785535248
53778596,COC(=O)CCC(CCCO)OCCCOCC1=CC=CC=C1,0.98040324,0,Conformer3D_COMPOUND_CID_53778596.sdf,324.41700000000003,2.704200000000001,64.99000000000001,5,1,23,1,C18H28O5,3.6208210374427434,4176.582240350271
53786277,CCCCCCCCCCCCCCCCCC(=O)CCO,0.9845571,0,,312.538,6.199400000000009,37.3,2,1,22,0,C20H40O2,3.717782316782847,5221.344118106992
53801447,CC(=O)CCCOCOCCCCOC,0.9816849,0,Conformer3D_COMPOUND_CID_53801447.sdf,218.29299999999995,1.7729,44.76000000000001,4,0,15,0,C11H22O4,3.8829439167502415,7637.37150901178
53812907,CCCCCCCO[Si](C=CCCCCC)(OCCCCCCC)OCCCCCCC,0.9805511,0,,470.8550000000005,9.562,27.69,3,0,32,0,C28H58O3Si,4.0488293265882005,11189.980419454569
53815226,CCC1=CC=C(C=C1)OCCC=C(C)CCCC(C)(CC)OCC,0.9904019,0,Conformer3D_COMPOUND_CID_53815226.sdf,332.528,6.3397000000000086,18.46,2,0,24,1,C22H36O2,3.62341117477982,4201.565852590959
53815548,CCCCCCCCCCCCOCCCCCCCCCCCCO,0.9830028,0,,370.66200000000015,7.817200000000009,29.46,2,1,26,0,C24H50O2,3.613935941663825,4110.890810875449
53816889,CCCCOC1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,0.9868931,0,Conformer3D_COMPOUND_CID_53816889.sdf,344.53900000000016,5.703600000000006,26.3,2,0,25,4,C23H36O2,3.7014991556776566,5029.202881100719
53846019,CCCCCCCCCCCCOC(OCCCCCCCCCCCC)OCCCCCCCCCCCC,0.9812742,0,,569.0120000000005,13.082499999999971,27.69,3,0,40,0,C37H76O3,3.7920070072772414,6194.510697475563
53862131,CCCCCCCCCCCCCCCCC(CC)[Si](OCC)OCC,0.98763496,0,,385.72900000000016,8.199200000000008,18.46,2,0,26,0,C23H49O2Si,4.041736225639873,11008.704785535248
53883425,CCCCCCCCCCCCCCOC(C(C(=O)O)OCCCCCCCCCCCCCC)C(=O)O,0.99807405,0,,542.8420000000007,9.328200000000002,93.06000000000002,4,2,38,0,C32H62O6,3.797249462834456,6269.739009630174
53885181,CCCCCCCCC=CCCCCCCCC(=O)OC(C)C1CO1,0.9829515,0,,352.559,6.354400000000008,38.83,3,0,25,1,C22H40O3,3.674009543406612,4720.734147296048
53885324,CCCCCCCCC(CC(COC)C1=CC=CC=C1)OC,0.9819922,0,Conformer3D_COMPOUND_CID_53885324.sdf,306.49,5.572300000000006,18.46,2,0,22,1,C20H34O2,3.749839420840812,5621.334395071197
53886270,CCCCCCCCCCOC.CCCCCCCCCC(=O)C.CCCCCCOCCCC,1.0095726,0,,500.8930000000005,10.872999999999992,35.53,3,0,35,0,C32H68O3,3.868878175895544,7393.978372067724
53887696,CCCCCCCCCCCCOCCCOCCCCCCCCCCCC,0.9994665,0,,412.7430000000004,9.251500000000002,18.46,2,0,29,0,C27H56O2,3.7570926980483295,5716.006290307739
53909007,CCCCCCCCCCCCCCCCCC(=O)C[C@@H](CO)C(=O)CCCCCCCCCCCCCCCCC,1.0013907,0,,593.0340000000002,12.64619999999998,54.37,3,1,42,0,C39H76O3,3.735198150345454,5434.982503725428
53909403,CCCCCCCCCCCCCCCCOCCC(=O)O,0.98351413,0,,314.51,5.959000000000005,46.53,2,1,22,0,C19H38O3,3.689674825876439,4894.122390955813
53914795,CCCCCCCCCCCCCCCCCCC(C)O[Si](OCC)OCC,0.990568,0,,415.75500000000017,8.101000000000008,27.69,3,0,28,0,C24H51O3Si,4.058916973237769,11452.93967583444
53915472,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COCC,0.9822392,0,,386.6170000000001,6.188500000000008,55.76000000000001,4,1,27,0,C23H46O4,3.6747626310203456,4728.927229928328
53934705,CCCCCCCCCCCCOCCCCCCCCCCCCCO,0.98120016,0,,384.68900000000025,8.207300000000009,29.46,2,1,27,0,C25H52O2,3.613935941663825,4110.890810875449
53947190,CCCCCCCCOCCCOCCCCCCCC,0.9822324,0,,300.5270000000001,6.130700000000008,18.46,2,0,21,0,C19H40O2,3.7570926980483295,5716.006290307739
53947668,CCCCCCCCCCCCC=CC(CCCC(=O)O)SCCC(=O)NCC(=O)O,0.9835312,0,,457.6770000000001,5.801200000000003,103.7,4,3,31,0,C24H43NO5S,3.609800708737342,4071.933799540383
53950958,CCCCCCCCCCCCCCC[14C](=O)OCC(CO)O[14C](=O)CCCCCCCCCCCCCCC,0.9947991,0,,572.9084839800003,10.396299999999997,72.83000000000001,5,1,40,0,C35H68O5,3.744905348968021,5557.831155554559
53984373,CCCCCCCCOCCCCCCCCCCCCCCCCCC(=O)O,0.98754036,0,,412.6990000000003,8.689700000000009,46.53,2,1,29,0,C26H52O3,3.693096786257776,4932.837242235445
53984922,COCCCCOC.COCCCOC,0.98431295,0,,222.325,1.7287,36.92,4,0,15,0,C11H26O4,3.702135175986913,5036.573498652294
53987417,CCCCCCCCCCCCCCCC(C(=O)CCO)O,0.9810509,0,,314.51,4.7801000000000045,57.53,3,2,22,0,C19H38O3,3.876765387945431,7529.487002524716
53991844,CCCCCCCCC=CCCCCCCCCCCCC(=O)C(CCO)O,0.9866602,0,,396.6560000000002,6.89670000000001,57.53,3,2,28,0,C25H48O3,3.914771307985313,8218.097850701344
53996083,CCOCC(CC(C)C)(CC(C)C)OC1=CC=CC=C1C,0.9823544,0,Conformer3D_COMPOUND_CID_53996083.sdf,292.463,5.241320000000004,18.46,2,0,21,1,C19H32O2,3.653023955490855,4498.046652347007
53999507,CCCCCCCCOC1=CC=C(C=C1)CCC=CC2CCC(CC2)CCCCC,0.9808149,0,,412.7020000000004,9.3014,9.23,1,0,30,2,C29H48O,3.641852904781704,4383.821929041861
54008229,CCCCCCCCCCCCCCCCCCCCC(COCC(CO)O)OC,0.9812702,0,,430.71400000000017,6.803000000000008,58.92,4,2,30,0,C26H54O4,3.809802315863109,6453.604040844311
54011660,C1=CC=C(C=C1)CO[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OCC3=CC=CC=C3)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O,0.980927,0,Conformer3D_COMPOUND_CID_54011660.sdf,522.5470000000003,-0.9481999999999992,167.53,11,6,37,4,C26H34O11,4.069910277777778,11746.548543395653
54047691,CCCCCCCCCCCCCCCCCC(C(=O)CCO)O,0.98023975,0,,342.564,5.560300000000009,57.53,3,2,24,0,C21H42O3,3.876765387945431,7529.487002524716
54060906,CCCCCCC1C(OC1=O)C=C(CCCC)O[C@@H]2CCCCO2,1.0055443000000002,0,Conformer3D_COMPOUND_CID_54060906.sdf,338.4880000000001,5.115700000000006,44.76000000000001,4,0,24,2,C20H34O4,3.617579615655183,4145.525736050612
54067423,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,0.9841735,0,,600.9660000000006,8.601500000000001,99.38,6,4,42,1,C36H72O6,3.909204499999999,8113.430120231681
54069134,CCCCCCCCCCCCCCCCCCN[C@@H](CCSC)C(=O)O,0.98597306,0,,401.701,7.043800000000008,49.33,3,2,27,0,C23H47NO2S,3.62137018736532,4181.866720327928
54084836,CCOC(=O)C=C1CCC(=C1)CC(C)CCC(C)(C)OCC,0.98779905,0,Conformer3D_COMPOUND_CID_54084836.sdf,308.4620000000001,4.817600000000005,35.53,3,0,22,1,C19H32O3,3.7564026810446034,5706.931779611523
54086790,CCCCCCCCCCCCCCCCCCCCCCCOCC,0.98045087,0,,368.69000000000017,9.2349,9.23,1,0,26,0,C25H52O,3.908561962415311,8101.435196360621
54095566,CCCCCCC1CCC(CC1)CCC2CCC(CC2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,0.99020207,0,Conformer3D_COMPOUND_CID_54095566.sdf,462.7180000000001,9.1311,40.46,2,2,34,4,C32H46O2,3.622372150393548,4191.52586454813
54109237,CCCCC1=C(C(=CC=C1)C(CCCC)(C(=O)O)OCCCC)CCCC,0.9889758,0,Conformer3D_COMPOUND_CID_54109237.sdf,376.5810000000001,6.658600000000009,46.53,2,1,27,1,C24H40O3,3.7744513034377536,5949.1004695819165
54118465,CCCCCCCCCCCCOCCCOCC,0.9948879,0,,272.473,5.350500000000006,18.46,2,0,19,0,C17H36O2,3.7570926980483295,5716.006290307739
54131266,CCCCCCCCCCCCCCCCCCN(C)C(CCCCC(=O)O)CCCO,0.9854896,0,,455.76800000000026,7.965800000000009,60.77000000000001,3,2,32,0,C28H57NO3,3.694333712041256,4946.906614699472
54140004,CCCCCCC(C1=CC=C(C=C1)CCC)(OC)OC,0.99147373,0,Conformer3D_COMPOUND_CID_54140004.sdf,278.436,5.055100000000005,18.46,2,0,20,1,C18H30O2,3.60681301138038,4044.017361257086
54146914,CCCCCCCCCCCCOC(CCCCCCCCCCC)C(=O)O,0.98265785,0,,398.67200000000025,8.298000000000009,46.53,2,1,28,0,C25H50O3,3.873177691411752,7467.54230105444
54161289,CCCCCCCCCCCOCCCCCCCCCCCCO,0.986687,0,,356.63500000000016,7.427100000000008,29.46,2,1,25,0,C23H48O2,3.613935941663825,4110.890810875449
54161916,CCCCCCCCC(=O)CCCCCCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,0.9816359,0,,438.652,8.064100000000009,57.53,3,2,32,2,C29H42O3,3.6606922139074745,4578.173149049355
54163520,CCCCCCCCC=CCCCCCCCCCCCCOCC(CO)OC,0.98794615,0,,412.6990000000001,7.60820000000001,38.69,3,1,29,0,C26H52O3,3.629770313830192,4263.539725071809
54177278,CCCCCCCCCCOCC(COC)OCC(=O)O,0.98127794,0,,304.427,3.2599000000000014,64.99000000000001,4,1,21,0,C16H32O5,3.645545189126134,4421.251184003415
